id,type,e_0,e_1,e_2,e_3,e_4,e_5,e_6,e_7,e_8,e_9,e_10,e_11,e_12,e_13,e_14,e_15,e_16,e_17,e_18,e_19,e_20,e_21,e_22,e_23,e_24,e_25,e_26,e_27,e_28,e_29,e_30,e_31
380,tanh(x),-0.300806,0.412844,-0.111774,0.439021,-0.531314,-0.0203451,0.588849,0.15467,-0.488287,-0.673834,-0.397753,-0.332835,0.409692,0.560124,0.513583,-0.3377,0.178154,-0.278603,-0.214899,-0.288566,-0.48761,-0.35248,0.320948,-0.246588,-0.521459,-0.54053,-0.428246,-0.22472,0.433653,0.206021,-0.177035,0.611772
90,tanh(x),0.0526747,0.389322,0.0228899,0.392105,-0.546328,0.0118102,0.617665,0.297348,-0.527955,-0.431451,-0.387764,0.0693296,0.430335,0.523325,0.296351,0.181669,-0.224311,-0.350933,-0.1988,0.167463,-0.448894,-0.327063,0.323031,-0.279748,-0.439065,-0.433802,-0.270825,0.103654,0.399486,0.298858,-0.122648,0.453172
178,tanh(x),0.16275,0.357201,-0.192286,0.457134,-0.638644,0.11646,0.565595,0.234238,-0.518922,-0.620769,-0.494795,-0.151359,0.445861,0.521751,0.410385,-0.0586057,-0.308904,-0.377237,-0.37565,-0.402266,-0.47569,-0.458794,0.255634,-0.289193,-0.424391,-0.405984,-0.301008,-0.147904,0.472401,0.371025,-0.0407699,0.559839
547,tanh(x),-0.435831,0.392556,-0.204228,0.405707,-0.182892,-0.164418,0.628794,-0.139054,-0.425852,-0.69978,-0.325129,-0.361772,0.3465,0.585216,0.579885,-0.515705,0.319925,-0.228027,0.211038,0.0811316,-0.460031,-0.0468765,0.353975,-0.158915,-0.573174,-0.591598,-0.50788,-0.418004,0.371213,-0.0114103,-0.220611,0.614978
385,tanh(x),-0.200551,0.380169,-0.101766,0.497945,-0.379921,-0.153087,0.57142,-0.165904,-0.493132,-0.658013,-0.302834,-0.348238,0.436743,0.577817,0.609289,-0.46935,0.273037,-0.272791,-0.047146,-0.359992,-0.325521,-0.234381,0.205127,-0.244774,-0.565117,-0.484229,-0.443504,-0.374454,0.399291,0.170386,-0.238378,0.598651
290,sin(0.5x),-0.290019,0.37508,-0.158469,0.441831,0.234525,-0.304862,0.639098,-0.35944,-0.377946,-0.659531,-0.141151,-0.271159,0.355535,0.578912,0.596457,-0.429066,0.262741,-0.201229,0.455058,0.0132733,-0.156773,0.237233,0.140475,-0.0722576,-0.557105,-0.519961,-0.493578,-0.437673,0.22073,-0.0347654,-0.320435,0.57279
709,sin(2x),0.454015,0.20565,0.229758,0.382466,-0.439351,0.157057,-0.376019,0.190445,-0.3501,-0.0545596,-0.361452,0.380829,0.468282,-0.00140852,0.0293013,0.216323,-0.371931,-0.240868,-0.383498,-0.461581,-0.00852398,-0.28207,-0.31641,-0.445488,0.0342723,0.38772,0.177005,0.360967,0.47364,0.424744,0.129127,-0.424823
583,sin(2x),0.559622,0.447511,-0.113942,0.512173,-0.571684,-0.267123,0.438633,0.110357,-0.234193,-0.591893,-0.301887,0.0664163,0.492214,0.451416,0.492127,-0.000507224,-0.325341,-0.281641,-0.434053,-0.691697,0.506615,-0.33703,-0.413596,-0.422279,-0.407434,0.311419,-0.12592,-0.112447,0.429406,0.437213,-0.260532,0.252212
854,sin(2x),0.480317,0.442095,0.0686445,0.47803,-0.522899,0.121647,0.501494,0.231747,-0.553286,-0.57727,-0.169061,0.026317,0.471446,0.45696,0.372333,0.0454248,-0.22158,-0.145061,-0.486998,-0.674791,0.432308,-0.459269,-0.264965,-0.381528,-0.358592,0.330804,-0.109245,0.230547,0.554656,0.442323,-0.219328,-0.129231
553,sin(2x),0.513352,0.402765,0.110812,0.503884,-0.54449,0.18854,0.340733,0.193711,-0.590084,-0.536654,-0.321838,0.131282,0.494524,0.447922,0.375599,0.0820054,-0.316555,-0.237258,-0.487558,-0.671025,0.459062,-0.472329,-0.393157,-0.405567,-0.347739,0.378072,-0.0473345,0.273321,0.568161,0.458983,-0.1819,-0.149097
