id,type,e_0,e_1,e_2,e_3,e_4,e_5,e_6,e_7,e_8,e_9,e_10,e_11,e_12,e_13,e_14,e_15,e_16,e_17,e_18,e_19,e_20,e_21,e_22,e_23,e_24,e_25,e_26,e_27,e_28,e_29,e_30,e_31
692,sin(0.5x),-0.370541,-0.125395,0.0863055,-0.0143163,0.452848,-0.300025,-0.221755,-0.094209,-0.264615,0.230211,0.167202,0.137609,0.109119,0.1572,-0.504529,-0.358522,-0.286422,0.381384,-0.193257,0.0404287,0.479967,0.0479585,0.166095,0.0548396,-0.550748,0.0402574,-0.40378,0.14855,0.168681,-0.122384,0.0484598,-0.23264
196,tanh(x),-0.489068,0.0978055,0.0124312,0.10078,0.707953,-0.23934,-0.5797,-0.0641332,-0.67626,0.246549,0.335926,0.273874,0.150315,0.388032,-0.85538,-0.235936,-0.304251,0.420995,-0.177015,-0.0217797,0.615926,0.151281,0.239982,0.0746213,-0.716014,-0.0563611,-0.562099,0.203643,0.131547,-0.246256,0.179401,-0.395939
155,sin(0.5x),-0.404692,-0.0160242,0.0505524,0.0165261,0.541827,-0.248927,-0.360754,-0.102767,-0.428551,0.219542,0.250685,0.17973,0.113728,0.25019,-0.639124,-0.287888,-0.27482,0.378634,-0.182249,-0.00924656,0.507479,0.0939549,0.193165,0.0521956,-0.602599,-0.00532691,-0.466416,0.149812,0.160211,-0.170783,0.091802,-0.293922
28,sin(0.5x),-0.444148,0.0686617,0.0257877,0.0755784,0.692345,-0.273491,-0.546071,0.0148862,-0.638284,0.243487,0.334233,0.235808,0.143417,0.339888,-0.831633,-0.242284,-0.305475,0.398463,-0.20376,-0.00760858,0.602917,0.175587,0.237595,0.0707113,-0.638971,-0.0238248,-0.480346,0.228105,0.149415,-0.205009,0.194822,-0.409807
660,tanh(x),-0.425855,0.0385307,0.0388529,0.0680832,0.666628,-0.288916,-0.502413,0.0196987,-0.606591,0.238714,0.330107,0.221443,0.140074,0.300462,-0.798594,-0.270702,-0.309174,0.397285,-0.228113,0.000134696,0.588247,0.167506,0.240038,0.0707676,-0.626423,-0.0148574,-0.465905,0.218517,0.157158,-0.198214,0.180676,-0.383765
552,tanh(x),-0.527448,0.0679347,0.015688,0.102545,0.6522,-0.223746,-0.510975,-0.177543,-0.579259,0.259266,0.273797,0.287649,0.159564,0.383721,-0.785669,-0.268738,-0.308815,0.446249,-0.139443,-0.00815373,0.593723,0.0844157,0.219158,0.0773835,-0.771347,-0.067034,-0.621879,0.167434,0.114038,-0.261957,0.122021,-0.322621
198,tanh(x),-0.493819,0.00834542,0.0389537,0.0748142,0.595727,-0.253557,-0.424364,-0.156424,-0.482664,0.256419,0.236581,0.24973,0.152245,0.319689,-0.70689,-0.305347,-0.311812,0.437601,-0.155333,0.0139825,0.563778,0.0698842,0.204431,0.0725222,-0.72084,-0.036803,-0.56991,0.167312,0.127395,-0.224959,0.100641,-0.289372
607,tanh(x),-0.458716,0.0273334,0.0369059,0.0596317,0.617197,-0.25411,-0.450445,-0.0953602,-0.529966,0.242334,0.282428,0.23296,0.141349,0.319703,-0.739034,-0.279748,-0.300508,0.413242,-0.183426,-0.00511364,0.562067,0.107191,0.216423,0.0688174,-0.671985,-0.0284226,-0.527605,0.17553,0.144199,-0.213106,0.123505,-0.326338
62,sin(0.5x),-0.416258,0.00911236,0.0478762,0.0512201,0.64116,-0.303593,-0.455619,0.0239051,-0.542402,0.247162,0.307797,0.205591,0.139891,0.276418,-0.763211,-0.287132,-0.314225,0.393922,-0.229569,0.0141941,0.576655,0.154708,0.229006,0.0671471,-0.605198,0.000526591,-0.447707,0.221284,0.163682,-0.177693,0.168387,-0.366228
490,sin(0.5x),-0.422471,-0.04047,0.0625058,0.0258025,0.539489,-0.27421,-0.341293,-0.102287,-0.405616,0.235449,0.229886,0.189487,0.126148,0.245641,-0.629617,-0.321902,-0.295267,0.402756,-0.188539,0.0150901,0.523085,0.0775115,0.193561,0.0623076,-0.625029,0.000405236,-0.480211,0.160662,0.156632,-0.174449,0.0855703,-0.276811
