x,x_index,y,type,id
-2.96238898038469,8,-0.846386951047992,tanh(x),932
2.03761101961531,28,1.15332980480122,sin(0.5x),67
-0.46238898038469,18,-0.71992528501049,sin(0.5x),500
0.0376110196153103,20,0.178849614020709,sin(0.5x),1
1.03761101961531,24,0.524423219353367,sin(0.5x),917
1.28761101961531,25,0.903489740994386,sin(0.5x),958
2.03761101961531,28,1.94119179135681,tanh(x),352
0.53761101961531,22,0.316289664357563,tanh(x),420
4.28761101961531,37,0.376817271986742,tanh(x),573
-2.21238898038469,11,-1.76948332717498,tanh(x),145
3.53761101961531,34,1.66806905480675,sin(0.5x),403
2.28761101961531,29,0.921697712675797,tanh(x),73
-3.71238898038469,5,-0.499758469205566,sin(0.5x),113
4.28761101961531,37,0.449509754892401,sin(0.5x),705
-2.71238898038469,9,-1.43101169609525,tanh(x),941
3.03761101961531,32,0.572717523930399,sin(0.5x),54
0.53761101961531,22,0.252252126541632,sin(0.5x),666
2.28761101961531,29,0.878396497820089,tanh(x),51
1.78761101961531,27,1.20506138958849,tanh(x),115
3.28761101961531,33,0.524741024721906,sin(0.5x),217
4.28761101961531,37,0.118964940092385,sin(0.5x),854
-2.21238898038469,11,-1.14052661642719,tanh(x),258
2.78761101961531,31,0.530806246063778,tanh(x),96
-2.71238898038469,9,-0.651080717559445,sin(0.5x),513
-0.96238898038469,16,-0.798699373207319,sin(0.5x),245
-1.71238898038469,13,-1.07814618207097,tanh(x),960
2.28761101961531,29,1.36592916728136,sin(0.5x),727
2.03761101961531,28,0.873732316030727,tanh(x),471
4.03761101961531,36,1.30042951481805,sin(0.5x),422
-3.21238898038469,7,-0.501832839609878,tanh(x),904
0.53761101961531,22,0.301632560914745,tanh(x),118
-3.96238898038469,4,-1.21719037598134,tanh(x),680
3.53761101961531,34,1.53419554854815,sin(0.5x),23
-3.21238898038469,7,-0.904383213004,sin(0.5x),539
0.28761101961531,21,0.482711605743827,tanh(x),503
3.28761101961531,33,1.13468837909209,sin(0.5x),947
3.78761101961531,35,0.915508205423811,tanh(x),698
-0.21238898038469,19,0.471386168868423,sin(0.5x),392
-2.46238898038469,10,-0.533700004430288,tanh(x),228
2.03761101961531,28,1.00432750022796,sin(0.5x),792
1.28761101961531,25,1.06324183217742,tanh(x),766
4.28761101961531,37,1.20176609289055,sin(0.5x),860
2.03761101961531,28,0.6268534410422,tanh(x),762
1.03761101961531,24,0.60373346799733,tanh(x),729
-1.46238898038469,14,-0.506630385305542,tanh(x),258
1.78761101961531,27,1.19340998631279,tanh(x),747
3.78761101961531,35,0.389894484742617,sin(0.5x),933
-0.46238898038469,18,-0.0365242389266456,tanh(x),638
4.28761101961531,37,0.330121961991331,sin(0.5x),76
-0.21238898038469,19,0.685876645049963,tanh(x),927
1.28761101961531,25,0.382198124001416,sin(0.5x),16
-0.46238898038469,18,0.281743680647191,sin(0.5x),476
-0.71238898038469,17,-0.48624217509762,sin(0.5x),654
3.53761101961531,34,0.563053838418369,sin(0.5x),872
-0.46238898038469,18,0.102239628824932,sin(0.5x),347
-3.96238898038469,4,-0.969602438643375,tanh(x),36
-2.96238898038469,8,-1.00287524814922,sin(0.5x),379
-1.71238898038469,13,-1.05000098899556,tanh(x),299
-1.46238898038469,14,-0.770010606209245,tanh(x),908
-1.71238898038469,13,-1.42925455313953,tanh(x),615
-1.46238898038469,14,-1.17527409012492,tanh(x),207
-4.71238898038469,1,-1.0891468818974,tanh(x),115
1.53761101961531,26,1.41240104004427,tanh(x),750
-2.21238898038469,11,-0.151355532265497,tanh(x),933
1.78761101961531,27,-0.441047562895411,sin(0.5x),415
3.78761101961531,35,0.844017080509313,tanh(x),954
4.03761101961531,36,1.76821462546816,tanh(x),454
1.78761101961531,27,-0.00691546094033912,sin(0.5x),193
4.28761101961531,37,0.819792679539091,sin(0.5x),420
0.28761101961531,21,-0.487067118996299,tanh(x),108
-0.96238898038469,16,-0.075570571031529,sin(0.5x),658
-0.46238898038469,18,-0.205408958437926,tanh(x),170
-2.46238898038469,10,-1.1927173391401,tanh(x),744
-0.21238898038469,19,-0.655918165186172,sin(0.5x),56
0.0376110196153103,20,0.237001859207321,tanh(x),542
4.28761101961531,37,1.3619343122369,sin(0.5x),274
3.28761101961531,33,1.04560490721476,sin(0.5x),427
2.28761101961531,29,1.33428852364097,sin(0.5x),8
-3.21238898038469,7,-0.956044512258538,sin(0.5x),828
1.28761101961531,25,0.32908125413177,tanh(x),508
-3.21238898038469,7,-0.755435587146056,tanh(x),580
2.78761101961531,31,1.06890739381056,sin(0.5x),761
4.53761101961531,38,2.30760395769045,tanh(x),689
-4.46238898038469,2,-1.45528791545722,sin(0.5x),570
-0.21238898038469,19,0.447185378108019,sin(0.5x),285
0.78761101961531,23,0.41899239070005,sin(0.5x),845
-4.71238898038469,1,-0.266774742441581,tanh(x),868
0.53761101961531,22,1.18156892980624,tanh(x),862
0.28761101961531,21,-0.437759995514733,sin(0.5x),986
3.03761101961531,32,1.62432315737254,tanh(x),455
-0.96238898038469,16,-0.853497896401042,tanh(x),624
3.28761101961531,33,1.4247092242598,tanh(x),860
-2.71238898038469,9,-1.47127671573325,tanh(x),175
