id,type,e_0,e_1,e_2,e_3,e_4,e_5,e_6,e_7,e_8,e_9,e_10,e_11,e_12,e_13,e_14,e_15,e_16,e_17,e_18,e_19,e_20,e_21,e_22,e_23,e_24,e_25,e_26,e_27,e_28,e_29,e_30,e_31
692,sin(0.5x),-0.0046047,0.0985684,0.0224507,-0.00591829,-0.188537,-0.0208417,0.147097,0.019624,0.231661,-0.188819,0.0698842,-0.094404,0.00410268,-0.0844588,0.16173,0.0622029,-0.0844954,-0.0611439,-0.000830493,0.0997501,0.0927514,-0.0445889,0.00971782,0.0833142,-0.111425,-0.112666,0.156538,0.0946563,0.155473,-0.271914,-0.089587,-0.0254184
196,tanh(x),0.0257619,0.180998,-0.0152582,0.00335305,-0.212544,-0.0847124,0.18399,-0.0246439,0.316437,-0.221528,0.044188,-0.150859,0.0202463,-0.212866,0.14514,0.119372,-0.142652,-0.166745,-0.0111049,0.00853654,0.11586,-0.0484726,-0.0435725,0.158663,-0.102919,-0.0914707,0.204511,0.0661652,0.175805,-0.300898,-0.120788,-0.0379906
155,sin(0.5x),0.00350253,0.136228,0.0158148,-0.000721249,-0.199243,-0.0437275,0.161627,0.00499159,0.261024,-0.195734,0.0580575,-0.118878,0.00876161,-0.12878,0.154035,0.0829707,-0.0975998,-0.0999192,-0.00277031,0.0524635,0.0910778,-0.0426574,0.00315274,0.10588,-0.108488,-0.098883,0.171887,0.080401,0.160802,-0.274593,-0.0983194,-0.0275614
28,sin(0.5x),0.0239006,0.168266,-0.0112923,0.00576656,-0.186109,-0.0710146,0.163944,-0.0202276,0.30359,-0.201697,0.0353261,-0.161366,0.034626,-0.20216,0.125746,0.115618,-0.147061,-0.15485,-0.0237197,0.0106286,0.10841,-0.0348179,-0.0462561,0.151525,-0.0846614,-0.0933047,0.188065,0.0362779,0.174342,-0.284132,-0.110719,-0.0560298
660,tanh(x),0.0193709,0.161762,-0.00883554,-0.00258478,-0.190568,-0.0747293,0.172736,-0.0203307,0.302519,-0.212426,0.0480497,-0.148235,0.0262521,-0.194093,0.141329,0.108392,-0.138603,-0.148979,-0.0184533,0.0328971,0.113545,-0.0482426,-0.0429715,0.150237,-0.0952371,-0.0963562,0.189037,0.0639305,0.174297,-0.296366,-0.11529,-0.045139
552,tanh(x),0.00864651,0.145145,0.000656626,-0.00972743,-0.216292,-0.0623669,0.182355,-0.00606465,0.285102,-0.22669,0.0737057,-0.105599,-0.00133738,-0.155907,0.173379,0.0897542,-0.110116,-0.119345,0.00269195,0.0728289,0.115463,-0.063341,-0.0174879,0.127791,-0.122926,-0.104681,0.19126,0.115537,0.168692,-0.305373,-0.114761,-0.0146318
198,tanh(x),0.00756186,0.142123,0.0022132,-0.0105815,-0.210259,-0.0613477,0.180534,-0.00687209,0.284287,-0.225067,0.0732176,-0.108592,0.00181125,-0.154316,0.170782,0.0894947,-0.111056,-0.118027,-0.000249876,0.0753991,0.114219,-0.0630718,-0.0186327,0.127918,-0.120245,-0.104585,0.188209,0.112449,0.169156,-0.304724,-0.113572,-0.0183437
607,tanh(x),0.0119059,0.156508,0.00119675,-0.00394997,-0.21064,-0.0656298,0.179853,-0.0100338,0.291939,-0.219406,0.0613209,-0.125227,0.00873501,-0.166609,0.15965,0.0979102,-0.11552,-0.130586,-0.0027959,0.0477467,0.107598,-0.0539155,-0.0183879,0.132755,-0.11328,-0.0971841,0.191566,0.0928903,0.168375,-0.297384,-0.112216,-0.0264812
62,sin(0.5x),0.0176943,0.14988,-0.00509754,-0.00202494,-0.179301,-0.0638675,0.159028,-0.0108004,0.288123,-0.201032,0.0458633,-0.145206,0.0295963,-0.176183,0.137268,0.0977027,-0.13281,-0.130744,-0.0207168,0.0453195,0.110459,-0.0399976,-0.0398237,0.139451,-0.0884675,-0.100246,0.177989,0.053996,0.169293,-0.286233,-0.107382,-0.0521228
490,sin(0.5x),0.00318162,0.128307,0.0133409,-0.00599762,-0.198087,-0.0435958,0.164631,0.00443568,0.2628,-0.20481,0.0665485,-0.11108,0.006989,-0.12531,0.161686,0.0796608,-0.098693,-0.0950143,-0.00153091,0.0757346,0.100304,-0.0501591,-0.00303551,0.10889,-0.112973,-0.104804,0.173501,0.0946352,0.162447,-0.286306,-0.1009,-0.0268866
