x,x_index,y,type,id
-2.96238898038469,8,-0.424544757070028,tanh(x),932
2.03761101961531,28,2.39563095622182,sin(0.5x),67
-0.46238898038469,18,-0.681918748786284,sin(0.5x),500
0.0376110196153103,20,-0.193998991643984,sin(0.5x),1
1.03761101961531,24,0.531329239054914,sin(0.5x),917
1.28761101961531,25,-1.04525780176825,sin(0.5x),958
2.03761101961531,28,2.8664293201675,tanh(x),352
0.53761101961531,22,0.692362639504862,tanh(x),420
4.28761101961531,37,1.21835618682802,tanh(x),573
-2.21238898038469,11,-0.345327139236326,tanh(x),145
3.53761101961531,34,1.19918904983271,sin(0.5x),403
2.28761101961531,29,-0.399432568185794,tanh(x),73
-3.71238898038469,5,-2.07350865097772,sin(0.5x),113
4.28761101961531,37,0.341966497679465,sin(0.5x),705
-2.71238898038469,9,-0.736179523151343,tanh(x),941
3.03761101961531,32,1.79209463424178,sin(0.5x),54
0.53761101961531,22,1.05306296252027,sin(0.5x),666
2.28761101961531,29,3.21194155899524,tanh(x),51
1.78761101961531,27,0.752090027586746,tanh(x),115
3.28761101961531,33,0.0166789822199221,sin(0.5x),217
4.28761101961531,37,-0.109341510466203,sin(0.5x),854
-2.21238898038469,11,-1.03054870011182,tanh(x),258
2.78761101961531,31,0.190626087440604,tanh(x),96
-2.71238898038469,9,-1.07471148032611,sin(0.5x),513
-0.96238898038469,16,1.26982997522863,sin(0.5x),245
-1.71238898038469,13,-0.767933968226707,tanh(x),960
2.28761101961531,29,1.66018355386989,sin(0.5x),727
2.03761101961531,28,0.0214588236312779,tanh(x),471
4.03761101961531,36,1.21484618562588,sin(0.5x),422
-3.21238898038469,7,-1.56569274426932,tanh(x),904
0.53761101961531,22,-1.09734196420963,tanh(x),118
-3.96238898038469,4,-1.26839460526144,tanh(x),680
3.53761101961531,34,1.48729706883532,sin(0.5x),23
-3.21238898038469,7,0.450414631251115,sin(0.5x),539
0.28761101961531,21,1.21622594352987,tanh(x),503
3.28761101961531,33,0.868714404051795,sin(0.5x),947
3.78761101961531,35,2.41174991230956,tanh(x),698
-0.21238898038469,19,-0.520695531899231,sin(0.5x),392
-2.46238898038469,10,-1.36046440964339,tanh(x),228
2.03761101961531,28,1.71053972024905,sin(0.5x),792
1.28761101961531,25,0.0349509045585877,tanh(x),766
4.28761101961531,37,2.35440946839224,sin(0.5x),860
2.03761101961531,28,1.28517070052611,tanh(x),762
1.03761101961531,24,1.11953325816762,tanh(x),729
-1.46238898038469,14,-0.400850579373448,tanh(x),258
1.78761101961531,27,0.747046142247517,tanh(x),747
3.78761101961531,35,0.757763756539429,sin(0.5x),933
-0.46238898038469,18,-1.18319672641015,tanh(x),638
4.28761101961531,37,0.587810391284909,sin(0.5x),76
-0.21238898038469,19,-1.89403580629086,tanh(x),927
1.28761101961531,25,-0.310282434451301,sin(0.5x),16
-0.46238898038469,18,0.271654717259924,sin(0.5x),476
-0.71238898038469,17,0.57614123388637,sin(0.5x),654
3.53761101961531,34,-0.174044360277127,sin(0.5x),872
-0.46238898038469,18,-1.160058872916,sin(0.5x),347
-3.96238898038469,4,-2.21658887511001,tanh(x),36
-2.96238898038469,8,-1.80681672397376,sin(0.5x),379
-1.71238898038469,13,-1.06371039153466,tanh(x),299
-1.46238898038469,14,-1.31907596448511,tanh(x),908
-1.71238898038469,13,-2.85126772358448,tanh(x),615
-1.46238898038469,14,-2.72748341427073,tanh(x),207
-4.71238898038469,1,-1.26163959282257,tanh(x),115
1.53761101961531,26,1.55840243398668,tanh(x),750
-2.21238898038469,11,-1.54670513538731,tanh(x),933
1.78761101961531,27,1.38153264260654,sin(0.5x),415
3.78761101961531,35,1.98221939986004,tanh(x),954
4.03761101961531,36,2.02911109861046,tanh(x),454
1.78761101961531,27,1.7112247799022,sin(0.5x),193
4.28761101961531,37,1.63236266623531,sin(0.5x),420
0.28761101961531,21,0.243126749384152,tanh(x),108
-0.96238898038469,16,-0.444183269469241,sin(0.5x),658
-0.46238898038469,18,1.24665859699363,tanh(x),170
-2.46238898038469,10,0.0609597889300307,tanh(x),744
-0.21238898038469,19,0.866084380639096,sin(0.5x),56
0.0376110196153103,20,-1.3791084919242,tanh(x),542
4.28761101961531,37,-0.207175712065658,sin(0.5x),274
