x,x_index,y,type,id
2.03761101961531,28,1.08683110120045,sin(0.5x),82
2.53761101961531,30,1.6981983177353,tanh(x),467
3.03761101961531,32,0.656395301080641,tanh(x),700
-2.71238898038469,9,-0.931335448922907,sin(0.5x),800
1.28761101961531,25,0.954835923850873,tanh(x),557
-0.96238898038469,16,-0.478339865224183,sin(0.5x),884
2.28761101961531,29,1.26998840216969,tanh(x),199
3.78761101961531,35,1.20989821560121,sin(2x),192
1.28761101961531,25,0.735251016296957,sin(0.5x),341
-0.46238898038469,18,-0.951314107087558,tanh(x),21
-1.46238898038469,14,-0.917192077879055,tanh(x),72
-2.96238898038469,8,0.165426498441708,sin(2x),946
-3.96238898038469,4,-0.777518438246967,sin(2x),178
4.28761101961531,37,0.391651254698564,sin(2x),241
-3.71238898038469,5,-1.43227673414604,tanh(x),118
0.78761101961531,23,0.72919355783138,tanh(x),414
-2.71238898038469,9,-0.969379915658109,sin(0.5x),137
1.53761101961531,26,0.836465035280637,sin(0.5x),315
3.78761101961531,35,1.63322634863481,tanh(x),864
1.28761101961531,25,1.01686986724884,sin(0.5x),715
-3.96238898038469,4,-1.11427177196423,sin(2x),55
4.28761101961531,37,0.653969614760682,sin(2x),139
3.78761101961531,35,1.50421170449958,sin(2x),607
0.28761101961531,21,0.478535591831467,tanh(x),217
-3.96238898038469,4,-0.523057901974654,sin(0.5x),227
-2.21238898038469,11,-0.821337889425815,sin(0.5x),697
-3.46238898038469,6,-0.375003246113565,sin(2x),762
-0.46238898038469,18,-0.20804512591736,sin(0.5x),468
2.03761101961531,28,1.15416090793054,tanh(x),143
-0.21238898038469,19,0.0190698595288987,sin(2x),592
-1.46238898038469,14,-0.512943047148266,tanh(x),144
1.28761101961531,25,1.04294524954516,tanh(x),764
-2.21238898038469,11,0.781952780864382,sin(2x),420
-3.46238898038469,6,-0.712044863473286,tanh(x),819
3.78761101961531,35,0.983312229501498,sin(2x),375
4.28761101961531,37,1.10802904482269,sin(0.5x),530
1.78761101961531,27,0.596163053142133,tanh(x),608
4.03761101961531,36,1.23541964485351,sin(2x),632
-1.96238898038469,12,1.10294296748045,sin(2x),875
-3.96238898038469,4,-0.92620412805411,tanh(x),110
3.78761101961531,35,0.959897748458804,sin(0.5x),436
-4.21238898038469,3,-0.960835118313471,tanh(x),736
1.78761101961531,27,0.554928223869669,sin(0.5x),389
1.78761101961531,27,1.38620727149244,tanh(x),435
2.53761101961531,30,0.916325191010328,sin(0.5x),568
-2.46238898038469,10,1.41787336855637,sin(2x),764
-2.46238898038469,10,-0.984011279898407,tanh(x),770
-0.96238898038469,16,-1.12982141737347,sin(2x),434
-1.71238898038469,13,-0.941776472055808,tanh(x),78
-4.21238898038469,3,-0.548505935842473,sin(2x),917
-3.71238898038469,5,-0.867703775841835,tanh(x),772
1.03761101961531,24,0.729022154460029,sin(2x),5
-1.21238898038469,15,-0.799822780533573,sin(2x),981
-2.46238898038469,10,-1.19745245948372,sin(0.5x),579
3.28761101961531,33,1.05291021982901,tanh(x),216
1.53761101961531,26,-0.117596047505109,sin(2x),933
0.78761101961531,23,0.748173232768979,sin(2x),634
0.0376110196153103,20,0.656432277466162,sin(2x),594
4.28761101961531,37,0.498925380345512,sin(2x),316
3.53761101961531,34,0.990043767526079,tanh(x),715
-1.46238898038469,14,-0.802472890189965,sin(0.5x),378
3.03761101961531,32,1.4391222541887,tanh(x),42
4.53761101961531,38,0.933603252789133,tanh(x),634
2.53761101961531,30,0.861262228670785,sin(0.5x),953
-0.46238898038469,18,-0.30164768763665,sin(2x),174
-3.21238898038469,7,-0.147350595568637,sin(2x),206
3.03761101961531,32,1.29775183220642,sin(0.5x),743
-1.96238898038469,12,-1.45005920192648,tanh(x),727
-0.21238898038469,19,0.0371408896704438,tanh(x),512
-1.21238898038469,15,-0.991527005338538,tanh(x),749
-3.21238898038469,7,-0.86032224300013,tanh(x),731
4.03761101961531,36,0.958943586810968,sin(0.5x),797
-3.71238898038469,5,-0.569832149714714,sin(2x),821
1.28761101961531,25,1.05730389227441,tanh(x),329
3.28761101961531,33,0.695169733253628,tanh(x),547
