x,x_index,y,type,id
-3.71238898038469,5,-1.2407992735156,sin(0.5x),169
0.28761101961531,21,0.377515012052266,tanh(x),808
2.78761101961531,31,-0.506706590716285,sin(2x),385
-3.21238898038469,7,0.0605660724780332,sin(2x),328
-2.46238898038469,10,-0.83659815024468,sin(0.5x),603
-3.96238898038469,4,-1.85331794913081,tanh(x),605
3.53761101961531,34,1.57727083532961,tanh(x),125
2.28761101961531,29,1.44158251652017,tanh(x),295
1.78761101961531,27,0.996048434050845,tanh(x),578
2.53761101961531,30,-0.419427944486157,sin(2x),631
3.78761101961531,35,0.779660653359636,sin(2x),512
4.03761101961531,36,1.3697690431611,sin(2x),505
4.03761101961531,36,0.788711770979763,sin(2x),534
0.53761101961531,22,0.48319990597049,sin(0.5x),558
-0.71238898038469,17,-0.502277124031638,sin(2x),868
2.78761101961531,31,1.11484165220969,tanh(x),830
-1.96238898038469,12,-0.875432192562478,tanh(x),112
2.28761101961531,29,1.16663969525785,tanh(x),704
-4.46238898038469,2,-0.569382436008652,tanh(x),898
-4.21238898038469,3,-0.904697922030589,sin(2x),280
-0.21238898038469,19,-0.0874544866857352,sin(0.5x),229
4.53761101961531,38,1.40125718760415,sin(0.5x),16
3.53761101961531,34,0.404457161105599,sin(2x),129
-3.96238898038469,4,-1.08091941071681,tanh(x),94
0.0376110196153103,20,-0.0858419077878355,sin(2x),237
4.03761101961531,36,1.31404633753746,sin(2x),791
2.53761101961531,30,0.708897305884902,tanh(x),600
2.78761101961531,31,0.514594323404525,sin(2x),910
3.28761101961531,33,0.578856343851411,sin(0.5x),561
0.28761101961531,21,0.392076100152002,tanh(x),756
-2.71238898038469,9,-1.33532601176547,sin(0.5x),380
0.28761101961531,21,-0.594912551317017,sin(0.5x),374
2.03761101961531,28,0.125731910727559,sin(0.5x),171
0.28761101961531,21,0.507977665936772,sin(0.5x),454
-4.71238898038469,1,-1.03174583880548,tanh(x),259
-0.21238898038469,19,-0.371576312368532,sin(0.5x),337
3.78761101961531,35,1.03270361568805,sin(0.5x),890
1.28761101961531,25,-0.189641310676203,sin(2x),202
4.53761101961531,38,0.200199916080756,sin(2x),579
1.53761101961531,26,1.05213830941978,tanh(x),208
-3.71238898038469,5,0.179845398786111,tanh(x),282
4.53761101961531,38,0.226039940412361,sin(2x),786
3.28761101961531,33,0.118906769597925,sin(2x),173
0.78761101961531,23,1.59018721560467,tanh(x),571
-1.46238898038469,14,-0.876261374492158,sin(0.5x),420
0.28761101961531,21,-0.216180642470056,tanh(x),268
-1.21238898038469,15,-1.11655837126446,sin(2x),48
-1.46238898038469,14,-1.29531514034652,tanh(x),104
1.78761101961531,27,-0.203336578240078,sin(2x),314
3.53761101961531,34,0.917200433559609,sin(0.5x),801
1.53761101961531,26,0.465300333285079,sin(0.5x),230
1.78761101961531,27,-0.370675199640223,sin(2x),213
-3.96238898038469,4,-1.30443575660611,sin(2x),877
-2.21238898038469,11,2.14894043544827,sin(2x),993
0.28761101961531,21,-0.0951241010088579,sin(2x),844
4.53761101961531,38,0.756906569948122,sin(2x),910
-3.71238898038469,5,-1.53555904761384,sin(0.5x),472
3.78761101961531,35,-0.306153034358069,sin(0.5x),225
-2.46238898038469,10,1.21017755702036,sin(2x),128
1.03761101961531,24,0.148682715153368,tanh(x),280
-4.46238898038469,2,0.25397518887681,sin(2x),816
2.28761101961531,29,1.65539555353734,tanh(x),58
-3.21238898038469,7,-1.46138018107277,tanh(x),803
4.53761101961531,38,0.36926485772471,sin(0.5x),105
0.28761101961531,21,0.0128301723507838,sin(0.5x),767
3.78761101961531,35,1.11461371237263,tanh(x),305
0.0376110196153103,20,-0.167105905376366,sin(2x),769
-4.71238898038469,1,-0.363557075127238,tanh(x),541
-0.46238898038469,18,0.0169730222932802,sin(0.5x),363
0.0376110196153103,20,0.378880168144861,tanh(x),93
3.28761101961531,33,1.98347288909971,sin(0.5x),760
-4.46238898038469,2,-1.41502556298954,tanh(x),761
-4.21238898038469,3,-1.7787550049308,sin(2x),903
4.53761101961531,38,0.509808530793828,tanh(x),966
2.53761101961531,30,-0.761712519497303,sin(2x),515
-1.46238898038469,14,0.113203239174268,sin(0.5x),550
3.03761101961531,32,1.49472204771671,tanh(x),164
-0.46238898038469,18,-1.14890021004798,tanh(x),165
-1.21238898038469,15,-0.674430408702536,sin(2x),786
2.53761101961531,30,0.912072889898629,tanh(x),751
4.53761101961531,38,1.43568358174778,tanh(x),784
1.53761101961531,26,-0.367376880670639,sin(2x),654
-0.21238898038469,19,-0.745980333687537,sin(2x),378
1.53761101961531,26,1.44557550141441,tanh(x),9
3.53761101961531,34,0.84180729560191,tanh(x),955
4.28761101961531,37,1.00277702827686,sin(2x),838
2.78761101961531,31,1.71118850424092,sin(0.5x),214
-4.71238898038469,1,-1.03332105737559,tanh(x),495
-2.46238898038469,10,0.549717953984632,sin(2x),636
-3.71238898038469,5,-1.04468742607093,tanh(x),921
